date,day_of_week,day_of_week_code,is_weekend,month, season_code ,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sunday,monday,tuesday,wednesday,thursday,friday,saturday
8/3/2015,Monday,2,0,8,3,82,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/4/2015,Tuesday,3,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/5/2015,Wednesday,4,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/6/2015,Thursday,5,0,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/7/2015,Friday,6,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/8/2015,Saturday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/9/2015,Sunday,1,0,8,3,78,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/10/2015,Monday,2,0,8,3,72,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/11/2015,Tuesday,3,0,8,3,59,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/12/2015,Wednesday,4,0,8,3,71,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/13/2015,Thursday,5,0,8,3,81,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/14/2015,Friday,6,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/15/2015,Saturday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/16/2015,Sunday,1,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/17/2015,Monday,2,0,8,3,79,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/18/2015,Tuesday,3,0,8,3,75,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/19/2015,Wednesday,4,0,8,3,82,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/20/2015,Thursday,5,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/21/2015,Friday,6,1,8,3,78,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/22/2015,Saturday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/23/2015,Sunday,1,0,8,3,50,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/24/2015,Monday,2,0,8,3,50,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/25/2015,Tuesday,3,0,8,3,44,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/26/2015,Wednesday,4,0,8,3,51,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/27/2015,Thursday,5,0,8,3,63,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/28/2015,Friday,6,1,8,3,78,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/29/2015,Saturday,7,1,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/30/2015,Sunday,1,0,8,3,54,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/31/2015,Monday,2,0,8,3,35,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9/1/2015,Tuesday,3,0,9,4,38,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/2/2015,Wednesday,4,0,9,4,46,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/3/2015,Thursday,5,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/4/2015,Friday,6,1,9,4,74,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/5/2015,Saturday,7,1,9,4,88,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/6/2015,Sunday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/7/2015,Monday,2,0,9,4,23,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/8/2015,Tuesday,3,0,9,4,74,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/9/2015,Wednesday,4,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/10/2015,Thursday,5,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/11/2015,Friday,6,1,9,4,72,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/12/2015,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/13/2015,Sunday,1,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/14/2015,Monday,2,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/15/2015,Tuesday,3,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/16/2015,Wednesday,4,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/17/2015,Thursday,5,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/18/2015,Friday,6,1,9,4,84,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/19/2015,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/20/2015,Sunday,1,0,9,4,57,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/21/2015,Monday,2,0,9,4,66,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/22/2015,Tuesday,3,0,9,4,64,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/23/2015,Wednesday,4,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/24/2015,Thursday,5,0,9,4,53,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/25/2015,Friday,6,1,9,4,88,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/26/2015,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/27/2015,Sunday,1,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/28/2015,Monday,2,0,9,4,39,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/29/2015,Tuesday,3,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/30/2015,Wednesday,4,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10/1/2015,Thursday,5,0,10,4,48,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/2/2015,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/3/2015,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/4/2015,Sunday,1,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/5/2015,Monday,2,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/6/2015,Tuesday,3,0,10,4,42,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/7/2015,Wednesday,4,0,10,4,59,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/8/2015,Thursday,5,0,10,4,61,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/9/2015,Friday,6,1,10,4,91,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/10/2015,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/11/2015,Sunday,1,0,10,4,63,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/12/2015,Monday,2,0,10,4,44,46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/13/2015,Tuesday,3,0,10,4,54,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/14/2015,Wednesday,4,0,10,4,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/15/2015,Thursday,5,0,10,4,41,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/16/2015,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/17/2015,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/18/2015,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/19/2015,Monday,2,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/20/2015,Tuesday,3,0,10,4,43,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/21/2015,Wednesday,4,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/22/2015,Thursday,5,0,10,4,53,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/23/2015,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/24/2015,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/25/2015,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/26/2015,Monday,2,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/27/2015,Tuesday,3,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/28/2015,Wednesday,4,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/29/2015,Thursday,5,0,10,4,49,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/30/2015,Friday,6,1,10,4,76,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/31/2015,Saturday,7,1,10,4,88,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11/1/2015,Sunday,1,0,11,4,21,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11/2/2015,Monday,2,0,11,4,22,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11/3/2015,Tuesday,3,0,11,4,18,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11/4/2015,Wednesday,4,0,11,4,34,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11/5/2015,Thursday,5,0,11,4,28,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11/6/2015,Friday,6,1,11,4,82,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11/7/2015,Saturday,7,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11/8/2015,Sunday,1,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11/9/2015,Monday,2,0,11,4,31,59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11/10/2015,Tuesday,3,0,11,4,35,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11/11/2015,Wednesday,4,0,11,4,32,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11/12/2015,Thursday,5,0,11,4,46,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11/13/2015,Friday,6,1,11,4,82,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11/14/2015,Saturday,7,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11/15/2015,Sunday,1,0,11,4,26,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11/16/2015,Monday,2,0,11,4,15,75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11/17/2015,Tuesday,3,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11/18/2015,Wednesday,4,0,11,4,19,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11/19/2015,Thursday,5,0,11,4,21,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11/20/2015,Friday,6,1,11,4,77,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11/21/2015,Saturday,7,1,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11/22/2015,Sunday,1,0,11,4,27,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11/23/2015,Monday,2,0,11,4,37,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11/24/2015,Tuesday,3,0,11,4,38,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11/25/2015,Wednesday,4,0,11,4,39,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11/26/2015,Thursday,5,0,11,4,53,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11/27/2015,Friday,6,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11/28/2015,Saturday,7,1,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11/29/2015,Sunday,1,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11/30/2015,Monday,2,0,11,4,22,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12/1/2015,Tuesday,3,0,12,1,57,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12/2/2015,Wednesday,4,0,12,1,59,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12/3/2015,Thursday,5,0,12,1,45,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12/4/2015,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12/5/2015,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12/6/2015,Sunday,1,0,12,1,78,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12/7/2015,Monday,2,0,12,1,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12/8/2015,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12/9/2015,Wednesday,4,0,12,1,60,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12/10/2015,Thursday,5,0,12,1,41,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12/11/2015,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12/12/2015,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12/13/2015,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12/14/2015,Monday,2,0,12,1,69,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12/15/2015,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12/16/2015,Wednesday,4,0,12,1,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12/17/2015,Thursday,5,0,12,1,60,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12/18/2015,Friday,6,1,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12/19/2015,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12/20/2015,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12/21/2015,Monday,2,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12/22/2015,Tuesday,3,0,12,1,86,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12/23/2015,Wednesday,4,0,12,1,67,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12/24/2015,Thursday,5,0,12,1,85,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12/25/2015,Friday,6,1,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12/26/2015,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12/27/2015,Sunday,1,0,12,1,87,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12/28/2015,Monday,2,0,12,1,86,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12/29/2015,Tuesday,3,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12/30/2015,Wednesday,4,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12/31/2015,Thursday,5,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1/1/2016,Friday,6,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/2/2016,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/3/2016,Sunday,1,0,1,1,66,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/4/2016,Monday,2,0,1,1,37,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/5/2016,Tuesday,3,0,1,1,29,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1/6/2016,Wednesday,4,0,1,1,36,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/7/2016,Thursday,5,0,1,1,61,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1/8/2016,Friday,6,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/9/2016,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/10/2016,Sunday,1,0,1,1,34,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/11/2016,Monday,2,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/12/2016,Tuesday,3,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1/13/2016,Wednesday,4,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/14/2016,Thursday,5,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1/15/2016,Friday,6,1,1,1,69,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/16/2016,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/17/2016,Sunday,1,0,1,1,82,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/18/2016,Monday,2,0,1,1,16,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/19/2016,Tuesday,3,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1/20/2016,Wednesday,4,0,1,1,19,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/21/2016,Thursday,5,0,1,1,33,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1/22/2016,Friday,6,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/23/2016,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/24/2016,Sunday,1,0,1,1,45,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1/25/2016,Monday,2,0,1,1,18,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/26/2016,Tuesday,3,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1/27/2016,Wednesday,4,0,1,1,26,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/28/2016,Thursday,5,0,1,1,36,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1/29/2016,Friday,6,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/30/2016,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/31/2016,Sunday,1,0,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/1/2016,Monday,2,0,2,1,21,69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2/2/2016,Tuesday,3,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/3/2016,Wednesday,4,0,2,1,21,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/4/2016,Thursday,5,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2/5/2016,Friday,6,1,2,1,74,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/2016,Saturday,7,1,2,1,88,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/7/2016,Sunday,1,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/8/2016,Monday,2,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2/9/2016,Tuesday,3,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/10/2016,Wednesday,4,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/11/2016,Thursday,5,0,2,1,34,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2/12/2016,Friday,6,1,2,1,69,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/13/2016,Saturday,7,1,2,1,88,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/14/2016,Sunday,1,0,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/15/2016,Monday,2,0,2,1,64,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2/16/2016,Tuesday,3,0,2,1,54,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/17/2016,Wednesday,4,0,2,1,41,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/18/2016,Thursday,5,0,2,1,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2/19/2016,Friday,6,1,2,1,61,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/20/2016,Saturday,7,1,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/21/2016,Sunday,1,0,2,1,28,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/22/2016,Monday,2,0,2,1,10,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2/23/2016,Tuesday,3,0,2,1,12,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/24/2016,Wednesday,4,0,2,1,14,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/25/2016,Thursday,5,0,2,1,17,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2/26/2016,Friday,6,1,2,1,58,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/27/2016,Saturday,7,1,2,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/28/2016,Sunday,1,0,2,1,22,68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2/29/2016,Monday,2,0,2,1,22,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/1/2016,Tuesday,3,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/2/2016,Wednesday,4,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/3/2016,Thursday,5,0,3,2,26,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3/4/2016,Friday,6,1,3,2,68,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/5/2016,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/6/2016,Sunday,1,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3/7/2016,Monday,2,0,3,2,10,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/8/2016,Tuesday,3,0,3,2,18,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/9/2016,Wednesday,4,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/10/2016,Thursday,5,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3/11/2016,Friday,6,1,3,2,71,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/12/2016,Saturday,7,1,3,2,89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/13/2016,Sunday,1,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
