date,day_of_week,day_of_week_code,is_weekend,month, season_code ,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sunday,monday,tuesday,wednesday,thursday,friday,saturday
3/14/2016,Monday,2,0,3,2,32,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/15/2016,Tuesday,3,0,3,2,37,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/16/2016,Wednesday,4,0,3,2,42,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/17/2016,Thursday,5,0,3,2,44,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3/18/2016,Friday,6,1,3,2,73,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/19/2016,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2016,Sunday,1,0,3,2,42,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3/21/2016,Monday,2,0,3,2,38,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/22/2016,Tuesday,3,0,3,2,47,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/23/2016,Wednesday,4,0,3,2,53,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/24/2016,Thursday,5,0,3,2,52,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3/25/2016,Friday,6,1,3,2,54,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/26/2016,Saturday,7,1,3,2,75,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/27/2016,Sunday,1,0,3,2,37,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3/28/2016,Monday,2,0,3,2,17,73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/29/2016,Tuesday,3,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/30/2016,Wednesday,4,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/31/2016,Thursday,5,0,3,2,24,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/1/2016,Friday,6,1,4,2,70,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/2/2016,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/3/2016,Sunday,1,0,4,2,48,42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/4/2016,Monday,2,0,4,2,49,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/5/2016,Tuesday,3,0,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/6/2016,Wednesday,4,0,4,2,54,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/7/2016,Thursday,5,0,4,2,66,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/8/2016,Friday,6,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/9/2016,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/10/2016,Sunday,1,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/11/2016,Monday,2,0,4,2,25,65,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/12/2016,Tuesday,3,0,4,2,19,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/13/2016,Wednesday,4,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/14/2016,Thursday,5,0,4,2,38,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/15/2016,Friday,6,1,4,2,65,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/16/2016,Saturday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/17/2016,Sunday,1,0,4,2,23,67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/18/2016,Monday,2,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/19/2016,Tuesday,3,0,4,2,31,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/20/2016,Wednesday,4,0,4,2,32,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/21/2016,Thursday,5,0,4,2,37,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/22/2016,Friday,6,1,4,2,83,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/23/2016,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/24/2016,Sunday,1,0,4,2,34,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/25/2016,Monday,2,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/26/2016,Tuesday,3,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/27/2016,Wednesday,4,0,4,2,34,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/28/2016,Thursday,5,0,4,2,43,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/29/2016,Friday,6,1,4,2,75,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/30/2016,Saturday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/1/2016,Sunday,1,0,5,2,35,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/2/2016,Monday,2,0,5,2,33,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/3/2016,Tuesday,3,0,5,2,31,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/4/2016,Wednesday,4,0,5,2,43,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/5/2016,Thursday,5,0,5,2,45,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/6/2016,Friday,6,1,5,2,85,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/7/2016,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/8/2016,Sunday,1,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/9/2016,Monday,2,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/10/2016,Tuesday,3,0,5,2,59,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/11/2016,Wednesday,4,0,5,2,50,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/12/2016,Thursday,5,0,5,2,53,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/13/2016,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/14/2016,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/15/2016,Sunday,1,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/16/2016,Monday,2,0,5,2,42,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/17/2016,Tuesday,3,0,5,2,28,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/18/2016,Wednesday,4,0,5,2,26,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/19/2016,Thursday,5,0,5,2,64,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/20/2016,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/21/2016,Saturday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/22/2016,Sunday,2,0,5,2,59,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/23/2016,Monday,3,0,5,2,52,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/24/2016,Tuesday,4,0,5,2,60,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/25/2016,Wednesday,5,0,5,2,56,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/26/2016,Thursday,6,1,5,2,47,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/27/2016,Friday,7,1,5,2,69,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/28/2016,Saturday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/29/2016,Sunday,2,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5/30/2016,Monday,3,0,5,2,24,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/31/2016,Tuesday,4,0,5,2,38,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/1/2016,Wednesday,5,0,6,3,46,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/2/2016,Thursday,6,1,6,3,55,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6/3/2016,Friday,7,1,6,3,88,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/4/2016,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6/5/2016,Sunday,2,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6/6/2016,Monday,3,0,6,3,44,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6/7/2016,Tuesday,4,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6/8/2016,Wednesday,5,0,6,3,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/9/2016,Thursday,6,1,6,3,73,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6/10/2016,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/11/2016,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6/12/2016,Sunday,2,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6/13/2016,Monday,3,0,6,3,58,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6/14/2016,Tuesday,4,0,6,3,73,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6/15/2016,Wednesday,5,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/16/2016,Thursday,6,1,6,3,71,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6/17/2016,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/18/2016,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6/19/2016,Sunday,2,0,6,3,63,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6/20/2016,Monday,3,0,6,3,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6/21/2016,Tuesday,4,0,6,3,75,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6/22/2016,Wednesday,5,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/23/2016,Thursday,6,1,6,3,76,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6/24/2016,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/25/2016,Saturday,1,0,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6/26/2016,Sunday,2,0,6,3,68,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6/27/2016,Monday,3,0,6,3,68,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6/28/2016,Tuesday,4,0,6,3,53,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6/29/2016,Wednesday,5,0,6,3,72,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/30/2016,Thursday,6,1,6,3,82,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7/1/2016,Friday,7,1,7,3,87,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7/2/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7/3/2016,Sunday,2,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7/4/2016,Monday,3,0,7,3,51,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7/5/2016,Tuesday,4,0,7,3,69,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7/6/2016,Wednesday,5,0,7,3,63,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7/7/2016,Thursday,6,1,7,3,66,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7/8/2016,Friday,7,1,7,3,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7/9/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7/10/2016,Sunday,2,0,7,3,69,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7/11/2016,Monday,3,0,7,3,75,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7/12/2016,Tuesday,4,0,7,3,79,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7/13/2016,Wednesday,5,0,7,3,86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7/14/2016,Thursday,6,1,7,3,81,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7/15/2016,Friday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7/16/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7/17/2016,Sunday,2,0,7,3,70,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7/18/2016,Monday,3,0,7,3,64,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7/19/2016,Tuesday,4,0,7,3,81,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7/20/2016,Wednesday,5,0,7,3,71,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7/21/2016,Thursday,6,1,7,3,78,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7/22/2016,Friday,7,1,7,3,88,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7/23/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7/24/2016,Sunday,2,0,7,3,77,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7/25/2016,Monday,3,0,7,3,72,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7/26/2016,Tuesday,4,0,7,3,75,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7/27/2016,Wednesday,5,0,7,3,85,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7/28/2016,Thursday,6,1,7,3,86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7/29/2016,Friday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7/30/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7/31/2016,Sunday,2,0,7,3,82,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8/1/2016,Monday,3,0,8,3,68,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/2/2016,Tuesday,4,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/3/2016,Wednesday,5,0,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/4/2016,Thursday,6,1,8,3,76,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/5/2016,Friday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/6/2016,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/7/2016,Sunday,2,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/8/2016,Monday,3,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/9/2016,Tuesday,4,0,8,3,83,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/10/2016,Wednesday,5,0,8,3,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/11/2016,Thursday,6,1,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/12/2016,Friday,7,1,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/13/2016,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/14/2016,Sunday,2,0,8,3,77,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/15/2016,Monday,3,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/16/2016,Tuesday,4,0,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/17/2016,Wednesday,5,0,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/18/2016,Thursday,6,1,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/19/2016,Friday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/20/2016,Saturday,1,0,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/21/2016,Sunday,2,0,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/22/2016,Monday,3,0,8,3,77,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/23/2016,Tuesday,4,0,8,3,82,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/24/2016,Wednesday,5,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8/25/2016,Thursday,6,1,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8/26/2016,Friday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8/27/2016,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8/28/2016,Sunday,2,0,8,3,72,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8/29/2016,Monday,3,0,8,3,67,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8/30/2016,Tuesday,4,0,8,3,55,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8/31/2016,Wednesday,5,0,8,3,58,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9/1/2016,Thursday,6,1,9,4,75,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/2/2016,Friday,7,1,9,4,61,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/3/2016,Saturday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/4/2016,Sunday,2,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/5/2016,Monday,3,0,9,4,25,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/6/2016,Tuesday,4,0,9,4,46,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/7/2016,Wednesday,5,0,9,4,63,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/8/2016,Thursday,6,1,9,4,83,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/9/2016,Friday,7,1,9,4,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/10/2016,Saturday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/11/2016,Sunday,2,0,9,4,69,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/12/2016,Monday,3,0,9,4,75,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/13/2016,Tuesday,4,0,9,4,85,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/14/2016,Wednesday,5,0,9,4,85,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/15/2016,Thursday,6,1,9,4,73,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/16/2016,Friday,7,1,9,4,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/17/2016,Saturday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/18/2016,Sunday,2,0,9,4,72,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/19/2016,Monday,3,0,9,4,81,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/20/2016,Tuesday,4,0,9,4,85,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/21/2016,Wednesday,5,0,9,4,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/22/2016,Thursday,6,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/23/2016,Friday,7,1,9,4,88,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9/24/2016,Saturday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9/25/2016,Sunday,2,0,9,4,72,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9/26/2016,Monday,3,0,9,4,61,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9/27/2016,Tuesday,4,0,9,4,59,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9/28/2016,Wednesday,5,0,9,4,61,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9/29/2016,Thursday,6,1,9,4,47,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/30/2016,Friday,7,1,9,4,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10/1/2016,Saturday,1,0,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/2/2016,Sunday,2,0,10,4,63,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/3/2016,Monday,3,0,10,4,47,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/4/2016,Tuesday,4,0,10,4,73,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/5/2016,Wednesday,5,0,10,4,70,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/6/2016,Thursday,6,1,10,4,76,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/7/2016,Friday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/8/2016,Saturday,1,0,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/9/2016,Sunday,2,0,10,4,72,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/10/2016,Monday,3,0,10,4,67,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/11/2016,Tuesday,4,0,10,4,63,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/12/2016,Wednesday,5,0,10,4,62,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/13/2016,Thursday,6,1,10,4,83,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/14/2016,Friday,7,1,10,4,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/15/2016,Saturday,1,0,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/16/2016,Sunday,2,0,10,4,43,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10/17/2016,Monday,3,0,10,4,56,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10/18/2016,Tuesday,4,0,10,4,58,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10/19/2016,Wednesday,5,0,10,4,65,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10/20/2016,Thursday,6,1,10,4,68,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/21/2016,Friday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/22/2016,Saturday,1,0,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10/23/2016,Sunday,2,0,10,4,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
