date,day_of_week,day_of_week_code,is_weekend,month,season_code,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,is_holiday,holiday_5,holiday_weekend,holiday_friendly,holiday_code,holiday_type,websession,websession30,websession45,websession60,seosearch,seosearch30,seosearch45,seasearch60,webhit,webhit30,webhit45,webhit60,webpv,webpv30,webpv45,webpv60,adclick,adclick30,adclick45,adclick60,adview,adview30,adview45,adview60,adconv,adconv30,adconv45,adconv60,priceact
5/5/2016,Thursday,5,0,5,2,45,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177,332,514,35,1034,2129,3123,0,10,14,21,89.4
10/29/2015,Thursday,5,0,10,4,49,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,706,1057,1396,137,9157,12875,16804,2,15,22,34,90.67
9/13/2016,Tuesday,4,0,9,4,85,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,536,793,1072,1095,16558,24187,34585,0,6,10,13,91.07
2/9/2015,Monday,2,0,2,1,12,78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,280,398,610,420,7897,11253,14553,0,6,7,10,92.39
8/6/2016,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,598,886,1119,124,16380,23377,29118,0,9,18,23,92.43
4/23/2018,Monday,4,0,4,2,79,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408,11932,18143,24832,97,2900,4440,6133,1998,65531,99332,135265,1879,62285,94187,128118,6,176,204,250,140,3301,3607,3906,0,10,11,12,95.38
8/2/2016,Tuesday,4,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,586,840,1066,152,15431,21570,27815,1,13,20,26,100.39
2/27/2017,Monday,3,0,2,1,33,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,11025,17390,25573,105,3994,6405,9635,929,33845,53320,78305,828,29752,46581,67889,1,75,108,147,25,695,996,1332,0,0,0,1,102.46
5/3/2018,Thursday,7,1,5,2,42,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,457,12493,18647,24955,130,2998,4530,6086,2541,68630,102731,137744,2340,65126,97546,130524,18,272,328,359,257,4545,5745,5986,0,17,18,18,102.68
9/13/2018,Thursday,7,1,9,4,79,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,733,20842,30735,40725,180,4768,7125,9681,3660,107847,160607,213042,3460,102274,152554,202589,0,462,684,1006,1,85122,131919,152073,0,5,7,12,102.96
3/2/2015,Monday,2,0,3,2,8,82,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,246,392,504,155,8370,12167,15824,0,0,6,7,104.54
5/4/2018,Friday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,401,12472,18633,24885,110,3008,4531,6083,2223,68720,102655,137277,2125,65226,97501,130110,9,278,335,361,221,4665,5946,6184,1,18,19,19,109.53
2/23/2015,Monday,2,0,2,1,13,77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,262,400,523,292,8453,12172,15630,0,5,6,8,110.04
4/26/2015,Sunday,1,0,4,2,46,44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,420,620,722,196,7898,11007,13689,0,4,4,4,110.23
4/15/2015,Wednesday,4,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,434,548,654,269,7334,9788,13824,1,2,2,2,110.42
9/8/2015,Tuesday,3,0,9,4,74,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,662,1062,1363,393,7691,11719,16486,4,15,16,20,110.55
3/31/2015,Tuesday,3,0,3,2,28,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,325,431,571,167,5601,9637,14071,0,0,0,2,110.6
3/10/2015,Tuesday,3,0,3,2,8,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,230,369,507,122,7553,11471,15190,0,0,5,6,112.19
5/15/2018,Tuesday,5,0,5,2,72,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,516,13371,19295,25488,136,3247,4659,6218,2867,74356,105723,140202,2681,70303,100091,132835,6,343,425,472,239,6183,7766,8684,0,20,25,26,112.49
5/9/2016,Monday,2,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,319,486,48,1035,1990,3024,0,10,15,21,114.04
3/16/2015,Monday,2,0,3,2,13,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,220,360,511,148,6490,10924,14733,0,0,2,6,114.38
11/18/2015,Wednesday,4,0,11,4,19,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,694,1043,1407,152,7248,12382,16728,0,15,24,31,115.77
4/28/2017,Friday,7,1,4,2,83,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,234,8343,12466,16835,92,3243,4824,6412,675,27470,41227,55945,581,23929,36069,49092,0,73,102,136,1,557,829,1198,0,1,1,2,116.05
4/29/2015,Wednesday,4,0,4,2,17,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,426,630,746,380,8225,11353,13881,0,5,5,5,116.29
3/5/2015,Thursday,5,0,3,2,14,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,243,382,499,284,7905,11871,15783,0,0,6,7,116.31
3/14/2016,Monday,2,0,3,2,32,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,299,469,660,94,1827,3058,4435,0,12,16,18,116.39
2/7/2018,Wednesday,5,0,2,1,28,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,516,19185,32008,48260,140,4673,8040,12771,2813,100629,168499,246013,2633,94531,158476,231768,0,58,93,126,7,596,917,1373,0,6,6,6,116.43
8/24/2018,Friday,1,0,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,611,19347,28953,38372,139,4594,7015,9260,3144,100406,151952,202572,2938,95592,144847,193121,33,523,643,757,6243,41753,43585,45183,0,12,17,21,117.06
6/19/2017,Monday,3,0,6,3,83,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,336,8787,12605,16421,144,3650,5204,6659,974,27007,39097,51947,819,22631,32919,44007,9,131,180,209,81,1304,1812,2213,0,2,3,3,117.74
1/19/2016,Tuesday,3,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,539,991,1371,62,3274,5503,8710,0,26,43,50,117.87
4/30/2018,Monday,4,0,4,2,64,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,476,12292,18485,24800,116,2922,4481,6042,3018,67188,101667,136756,2880,63818,96562,129592,10,242,289,329,279,4190,5108,5376,1,16,17,18,118.16
1/11/2016,Monday,2,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,650,1125,1463,75,3509,6765,9517,2,25,43,52,119.72
1/20/2015,Tuesday,3,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,244,481,614,289,7197,11239,14129,0,4,5,6,119.94
3/1/2016,Tuesday,3,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,264,461,676,36,1922,3313,4676,0,11,12,20,119.96
3/22/2015,Sunday,1,0,3,2,30,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,240,371,513,140,5640,10188,13981,0,0,0,6,120.51
4/26/2016,Tuesday,3,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,222,366,547,31,1374,2407,3365,0,12,16,24,121.21
2/22/2015,Sunday,1,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,262,402,523,247,8409,12012,15484,0,6,6,8,122.26
6/1/2015,Monday,2,0,6,3,48,42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,427,627,855,345,10235,14188,18787,0,5,7,10,122.71
4/5/2015,Sunday,1,0,4,2,23,67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,354,453,592,221,5836,9333,13835,0,0,0,0,122.81
3/4/2018,Sunday,3,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,473,14758,24088,35591,117,3705,5966,8806,2809,77007,125476,186534,2624,72751,118210,175779,3,75,115,133,28,612,946,1212,1,5,10,10,122.9
3/30/2016,Wednesday,4,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,331,438,604,52,2016,2764,4002,0,8,15,19,122.96
3/22/2017,Wednesday,5,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,277,8949,14466,20250,109,3235,5266,7458,914,30120,46575,64406,799,26588,41074,56605,1,49,83,121,5,508,828,1187,0,0,1,1,123.31
1/9/2017,Monday,3,0,1,1,30,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,166,226,309,52,1104,1506,4617,0,1,2,3,123.35
3/27/2018,Tuesday,5,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,476,12830,20594,28514,123,3223,5129,7084,2757,70642,110312,152008,2637,66787,104310,143422,8,87,129,153,137,947,1246,1512,0,2,4,8,123.76
1/5/2017,Thursday,6,1,1,1,41,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,162,240,311,54,1051,1585,7292,0,1,3,3,123.82
8/7/2016,Sunday,2,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,594,884,1120,118,16301,23839,29467,0,9,17,22,123.95
3/7/2018,Wednesday,6,1,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,399,14698,23492,34543,90,3691,5789,8509,2008,76864,122857,181209,1875,72649,115729,170704,7,87,127,146,23,612,964,1213,0,5,10,10,124.27
4/17/2015,Friday,6,1,4,2,86,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,446,562,661,414,7841,10251,14029,1,3,3,3,124.89
5/3/2015,Sunday,1,0,5,2,35,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,419,646,767,355,8529,11896,14480,0,5,5,5,125.02
2/19/2015,Thursday,5,0,2,1,32,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,281,399,525,296,8349,12157,15546,0,6,6,10,125.04
6/2/2015,Tuesday,3,0,6,3,48,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,430,630,849,480,10360,14551,18889,0,5,7,10,125.28
4/22/2015,Wednesday,4,0,4,2,23,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,447,587,690,206,8075,10353,13683,0,4,4,4,125.56
12/4/2017,Monday,3,0,12,1,78,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1305,31378,42743,54733,359,8378,11356,14553,6665,160721,222921,286075,6190,151973,211054,271068,9,137,181,243,127,1826,2470,3068,0,4,4,6,125.56
11/17/2016,Thursday,6,1,11,4,48,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,170,292,487,92,8206,10928,15329,0,1,4,7,125.66
6/25/2015,Thursday,5,0,6,3,87,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,471,698,885,420,11298,16207,21323,0,7,9,11,125.74
2/7/2017,Tuesday,4,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,120,167,2,665,1087,1437,0,1,4,5,126.13
5/26/2015,Tuesday,3,0,5,2,46,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,414,637,834,265,10025,13857,17923,0,4,7,8,126.69
1/25/2015,Sunday,1,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,262,474,629,218,7133,10433,14322,1,3,6,8,126.98
2/24/2015,Tuesday,3,0,2,1,12,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,258,402,520,233,8468,12245,15601,0,4,6,7,127.07
2/20/2016,Saturday,7,1,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,330,503,856,69,2486,3693,5615,0,7,13,30,127.17
4/16/2015,Thursday,5,0,4,2,51,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,448,564,668,411,7593,10044,13878,0,2,2,2,127.43
5/16/2016,Monday,2,0,5,2,42,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,202,320,462,93,1333,2084,3117,0,5,15,17,127.53
8/14/2015,Friday,6,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,746,1012,1297,517,9044,14096,18843,1,7,10,13,127.6
3/8/2017,Wednesday,5,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329,10183,15989,23216,117,3704,5883,8695,1090,32585,50363,72030,939,28731,44224,62868,0,59,104,140,5,593,985,1293,0,1,1,1,127.67
3/1/2017,Wednesday,5,0,3,2,14,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,309,10920,17059,25057,122,3927,6279,9385,1081,33626,52667,77057,978,29626,46132,66962,0,72,105,130,3,681,972,1238,0,0,0,1,128.06
4/13/2016,Wednesday,4,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Spring Break,spr,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,269,464,568,41,1825,2841,3652,0,9,16,21,128.25
4/21/2015,Tuesday,3,0,4,2,27,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,444,579,684,247,8030,10268,13670,1,4,4,4,128.32
5/25/2016,Wednesday,5,0,5,2,56,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,271,349,493,92,2032,2522,3406,1,11,17,23,128.49
5/7/2018,Monday,4,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,599,12724,18724,24975,140,3046,4549,6085,3159,70862,103428,137680,2922,67216,98207,130504,14,301,362,391,289,5111,6609,6855,1,20,20,21,128.64
4/18/2017,Tuesday,4,0,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270,8492,12809,17822,115,3325,4884,6694,822,28162,42533,59261,711,24745,37429,52215,0,56,91,128,3,527,863,1152,0,0,1,1,128.91
1/17/2017,Tuesday,4,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,210,270,3,828,1389,1791,0,3,4,5,128.94
4/29/2018,Sunday,3,0,4,2,46,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,537,12142,18378,24748,129,2899,4460,6038,3198,65998,100595,136197,3064,62652,95524,129045,11,233,282,324,359,4002,4850,5132,0,15,16,17,128.98
2/28/2017,Tuesday,4,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306,10973,17234,25203,119,3957,6349,9452,973,33705,53066,77335,869,29640,46410,67154,2,72,108,133,29,689,996,1284,0,0,0,1,129
6/13/2017,Tuesday,4,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,344,8507,12255,16147,144,3558,5004,6503,1107,26029,38750,51426,906,21885,32766,43660,6,103,151,192,87,1083,1544,2000,0,2,3,3,129.09
2/18/2015,Wednesday,4,0,2,1,34,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,401,539,288,8342,12254,15370,0,6,7,10,129.27
2/13/2017,Monday,3,0,2,1,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,115,162,32,595,1042,1403,0,1,1,4,129.33
7/9/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,441,642,844,85,14072,21350,27194,0,9,15,25,129.37
4/12/2016,Tuesday,3,0,4,2,19,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Spring Break,spr,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,276,465,575,30,1878,2847,3670,0,9,16,21,129.45
3/20/2017,Monday,3,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,275,9231,14736,20514,100,3322,5313,7548,965,30956,47014,64938,867,27344,41512,57086,0,52,80,120,12,538,828,1180,0,0,1,1,129.7
2/25/2015,Wednesday,4,0,2,1,18,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,252,400,518,318,8669,12313,15797,0,2,6,7,129.85
3/12/2015,Thursday,5,0,3,2,8,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,354,502,71,7023,11351,14995,0,0,2,6,129.9
10/1/2017,Sunday,2,0,10,4,58,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,870,13250,18910,24394,230,5962,8394,10710,4457,37753,53675,69761,4180,31822,45150,58546,7,101,156,213,61,1103,1698,2294,0,2,2,3,130.04
6/9/2015,Tuesday,3,0,6,3,44,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,442,627,852,360,10798,15694,19531,0,5,7,10,130.37
5/4/2015,Monday,2,0,5,2,65,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,430,652,781,400,8717,12189,14596,1,6,6,6,130.59
3/30/2015,Monday,2,0,3,2,33,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,320,424,565,228,5656,9781,14166,0,0,0,2,131.12
6/7/2015,Sunday,1,0,6,3,48,42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,429,621,840,482,10605,15518,19362,0,5,7,10,131.19
3/1/2018,Thursday,7,1,3,2,24,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,424,15030,24677,36590,112,3758,6079,9059,2459,78203,128815,192329,2333,73805,121364,181235,2,75,107,138,26,598,873,1225,0,6,9,10,131.33
5/14/2018,Monday,4,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,517,13242,19105,25341,130,3196,4616,6177,2902,73744,104684,139281,2648,69759,99124,131996,12,347,420,469,274,6090,7618,8466,0,21,25,26,131.67
3/7/2017,Tuesday,4,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,303,10292,16076,23355,98,3748,5940,8758,1023,32782,50613,72325,900,28923,44454,63102,7,72,108,140,42,679,1012,1290,0,1,1,1,131.83
4/1/2015,Wednesday,4,0,4,2,29,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,334,438,580,208,5654,9488,14024,0,0,0,0,132.04
6/3/2015,Wednesday,4,0,6,3,47,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,427,638,857,492,10452,14845,19169,0,4,7,10,132.36
3/4/2015,Wednesday,4,0,3,2,12,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,246,387,502,79,7982,11886,15723,0,0,6,7,132.41
2/23/2016,Tuesday,3,0,2,1,12,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,305,486,820,42,2311,3567,5430,0,7,14,28,132.51
4/20/2017,Thursday,6,1,4,2,41,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279,8571,12771,17664,89,3351,4858,6625,861,28320,42222,58997,723,24822,37074,51901,4,58,91,129,21,506,880,1148,0,0,1,1,132.66
2/16/2015,Monday,2,0,2,1,38,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,President's Day,pres,Federal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,291,411,560,263,8392,12077,15210,0,6,7,10,132.68
5/25/2015,Monday,2,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Memorial Day,mem,Federal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,408,633,833,346,9956,13793,17906,0,4,7,8,132.89
3/21/2017,Tuesday,4,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,9093,14616,20377,91,3274,5289,7498,843,30677,46940,64652,722,27079,41414,56789,0,53,81,124,7,530,826,1204,0,0,1,1,133.01
