date,day_of_week,day_of_week_code,is_weekend,month,season_code,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,is_holiday,holiday_5,holiday_weekend,holiday_friendly,holiday_code,holiday_type,websession,websession30,websession45,websession60,seosearch,seosearch30,seosearch45,seasearch60,webhit,webhit30,webhit45,webhit60,webpv,webpv30,webpv45,webpv60,adclick,adclick30,adclick45,adclick60,adview,adview30,adview45,adview60,adconv,adconv30,adconv45,adconv60,priceact
5/18/2017,Thursday,6,1,5,2,60,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,264,7758,11923,16250,107,3017,4643,6342,796,25638,39190,53800,673,21950,33785,46695,0,80,145,175,4,776,1243,1548,0,0,1,1,152.29
10/26/2016,Wednesday,5,0,10,4,30,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,403,624,965,90,8416,13737,19127,0,4,7,13,152.3
1/22/2017,Sunday,2,0,1,1,39,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,99,196,261,46,755,1362,1806,0,4,4,5,152.31
11/5/2017,Sunday,2,0,11,4,23,67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1254,23880,32420,39071,331,6319,9428,12512,6981,128880,163402,181362,6650,122468,153834,168826,10,111,164,205,86,1118,1607,2050,0,3,6,6,152.32
9/5/2018,Wednesday,6,1,9,4,62,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,784,20072,30258,39641,174,4645,7168,9533,3832,105045,159239,209795,3634,99725,151388,199674,0,473,778,888,4,91807,108211,109463,0,3,10,19,152.38
9/9/2018,Sunday,3,0,9,4,53,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,856,20551,30371,40036,197,4749,7120,9564,4495,107680,159411,210808,4284,102270,151551,200655,33,438,868,981,6623,91278,137797,138993,1,4,9,17,152.38
11/8/2016,Tuesday,4,0,11,4,29,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,257,445,666,49,5147,9638,14134,0,5,7,10,152.39
10/25/2015,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,738,1074,1390,260,9172,13294,16554,0,14,21,33,152.4
5/14/2017,Sunday,2,0,5,2,33,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Mother's Day,mom,Federal,236,7640,12004,16139,107,2945,4650,6235,817,25397,39823,53685,695,21775,34496,46702,0,91,142,169,3,862,1204,1455,0,0,1,1,152.58
8/23/2015,Sunday,1,0,8,3,50,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,773,1057,1336,190,8340,13409,18188,0,6,10,11,152.62
3/21/2018,Wednesday,6,1,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,450,13164,21052,30070,102,3274,5259,7418,2615,71400,112181,159314,2487,67405,105924,150066,3,85,115,156,34,581,873,1229,1,4,6,11,152.67
9/16/2015,Wednesday,4,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,623,1015,1404,335,6906,11473,15778,0,16,20,22,152.69
11/27/2017,Monday,3,0,11,4,26,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1136,28317,40175,51271,324,7442,10589,13761,6130,149615,214469,269605,5766,141834,203499,255424,10,115,176,219,115,1634,2231,2746,0,3,5,5,152.75
4/4/2016,Monday,2,0,4,2,49,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,333,463,601,95,2089,2890,3971,0,9,14,18,152.78
7/26/2015,Sunday,1,0,7,3,78,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,603,859,1067,288,9509,15052,20906,1,6,10,12,152.8
5/25/2017,Thursday,6,1,5,2,55,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,299,7767,11809,16257,124,3119,4676,6436,888,24717,38269,52709,760,21078,32787,45510,8,79,129,187,62,864,1304,1754,0,0,0,1,152.81
10/4/2016,Tuesday,4,0,10,4,73,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,570,846,1125,652,12116,20638,28880,0,8,12,15,152.84
6/23/2015,Tuesday,3,0,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,478,689,877,284,11136,16051,20959,0,6,8,10,152.86
5/2/2018,Wednesday,6,1,5,2,24,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,524,12482,18649,24971,122,2967,4514,6073,2872,68459,102775,138012,2745,65044,97615,130808,12,258,312,347,182,4405,5508,5751,1,17,18,18,152.95
7/4/2016,Monday,3,0,7,3,51,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Independence Day,ind,Federal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,441,652,854,1040,14954,21700,30684,0,6,15,22,152.96
8/30/2017,Wednesday,5,0,8,3,60,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,408,11200,16801,21822,193,4750,7091,9183,1171,32419,49207,64256,1015,27070,41030,53627,1,116,158,213,12,1163,1629,2277,0,2,3,3,152.99
9/14/2017,Thursday,6,1,9,4,65,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,457,11857,17357,22958,197,5219,7525,9866,1360,33053,49218,66006,1139,27576,41051,55011,0,119,193,235,1,1228,1880,2391,0,1,2,3,153.06
9/19/2017,Tuesday,4,0,9,4,76,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,497,12296,17819,23269,220,5456,7829,10139,1175,33747,49736,65970,962,28153,41507,55083,11,130,183,261,63,1288,1882,2514,0,1,1,3,153.1
10/2/2018,Tuesday,5,0,10,4,57,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,945,23801,33992,43478,262,5690,8037,10287,5110,122554,176302,225456,4845,116301,167178,213980,0,406,672,913,2,57844,94802,145807,0,10,13,17,153.14
5/28/2018,Monday,4,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Memorial Day,mem,Federal,424,14084,20174,26049,102,3472,4897,6342,2322,76697,110254,141534,2218,72495,104325,134011,19,329,488,557,283,7616,9842,11351,0,14,26,29,153.19
3/19/2018,Monday,4,0,3,2,19,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,459,13380,21066,30396,114,3316,5261,7522,2585,72276,112020,160489,2409,68233,105729,151188,2,87,114,153,20,594,858,1195,0,3,5,10,153.24
9/12/2017,Tuesday,4,0,9,4,72,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,472,11714,17121,22614,232,5151,7423,9678,1317,32594,48582,65150,1098,27176,40523,54306,7,116,198,228,93,1222,1914,2350,0,1,3,3,153.32
11/2/2015,Monday,2,0,11,4,22,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,691,1044,1391,285,8330,12581,16680,0,14,22,34,153.36
3/1/2015,Sunday,1,0,3,2,12,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,246,397,509,222,8470,12279,15947,0,2,6,7,153.44
11/19/2018,Monday,4,0,11,4,52,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,828,26183,39113,51698,203,6638,9946,13139,4255,135463,204245,268585,4078,128589,193893,254954,1,643,979,1302,3,20085,31128,37776,0,2,5,12,153.45
6/7/2017,Wednesday,5,0,6,3,48,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,326,8071,11890,15952,135,3352,4815,6355,885,25043,37937,51606,724,21074,32219,44017,0,85,116,169,9,907,1350,1787,0,1,1,1,153.49
11/22/2015,Sunday,1,0,11,4,27,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,669,1049,1397,212,7060,11669,16295,0,15,21,30,153.54
11/8/2017,Wednesday,5,0,11,4,20,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,903,24461,34236,40976,234,6432,9658,12796,4729,133314,177205,195332,4506,126663,167350,182432,1,123,166,208,8,1160,1615,2054,0,2,5,7,153.64
8/8/2016,Monday,3,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,598,899,1138,170,16981,23840,29243,1,9,18,21,153.72
9/21/2015,Monday,2,0,9,4,66,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,621,1000,1401,278,7112,11470,15571,1,18,23,25,153.74
8/12/2016,Friday,7,1,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,626,904,1193,1525,19678,26372,34133,0,10,14,24,153.75
9/6/2016,Tuesday,4,0,9,4,46,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,506,784,1094,120,14842,25309,35278,0,7,10,16,154.07
6/7/2016,Tuesday,4,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,399,547,633,1760,15215,16369,16869,0,15,20,24,154.1
11/13/2016,Sunday,2,0,11,4,43,47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,340,558,1722,6400,11069,15403,0,3,5,7,154.12
5/18/2016,Wednesday,4,0,5,2,26,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,206,314,460,84,1440,2094,3168,1,7,16,18,154.13
2/25/2018,Sunday,3,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,517,15684,25704,38162,126,3861,6280,9474,2801,81366,133782,199598,2621,76635,126041,187975,3,73,100,134,19,641,877,1251,0,8,8,11,154.15
9/30/2015,Wednesday,4,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,702,983,1367,171,7561,10757,15075,1,20,23,27,154.16
7/18/2016,Monday,3,0,7,3,64,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,480,703,909,120,12384,20121,27390,2,13,16,21,154.23
7/22/2015,Wednesday,4,0,7,3,79,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,548,796,1017,236,9926,15428,21149,0,5,8,11,154.27
1/11/2017,Wednesday,5,0,1,1,39,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,163,214,292,31,1071,1411,2531,0,1,1,3,154.28
3/6/2018,Tuesday,5,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,460,14810,23828,34934,125,3730,5889,8602,2877,77821,124954,183296,2726,73554,117696,172727,6,83,122,139,22,617,954,1195,0,5,10,10,154.28
7/1/2015,Wednesday,4,0,7,3,53,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,503,745,930,417,11135,16221,21370,0,5,7,10,154.3
8/11/2015,Tuesday,3,0,8,3,59,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,736,1008,1270,325,8672,13719,19094,0,6,7,11,154.32
10/13/2016,Thursday,6,1,10,4,83,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,573,787,1053,87,9627,16404,23906,0,8,11,15,154.33
1/27/2019,Sunday,3,0,1,1,50,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,718,26136,41480,57379,182,6239,10297,14429,3827,137375,210969,285722,3583,129608,198729,269262,35,762,1260,1521,6225,37352,49568,56169,1,13,23,26,154.33
9/23/2015,Wednesday,4,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,632,992,1392,412,7378,11686,15714,0,18,23,24,154.41
11/1/2015,Sunday,1,0,11,4,21,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,692,1039,1386,201,8414,12512,16557,0,14,22,35,154.48
11/20/2017,Monday,3,0,11,4,54,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1029,27233,39220,47760,265,7219,10413,13522,6076,147899,211319,245841,5812,140373,200669,232035,1,108,160,219,6,1282,1876,2400,0,2,2,5,154.49
5/2/2017,Tuesday,4,0,5,2,30,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256,8149,12417,16699,96,3153,4827,6359,931,26874,41294,55617,824,23337,36053,48705,0,87,107,139,2,689,950,1229,0,1,1,1,154.54
10/5/2016,Wednesday,5,0,10,4,70,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,569,838,1118,108,12055,19679,26910,0,8,12,15,154.64
4/9/2015,Thursday,5,0,4,2,57,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Spring Break,spr,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,382,489,612,362,6986,10004,14539,0,1,1,1,154.65
6/15/2017,Thursday,6,1,6,3,77,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,346,8604,12409,16379,155,3587,5081,6612,1083,26371,38913,51998,896,22137,32863,44112,6,112,161,196,79,1166,1649,2053,0,2,3,3,154.65
3/28/2015,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,302,414,550,114,5708,9715,14326,0,0,0,2,154.67
6/11/2017,Sunday,2,0,6,3,66,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309,8214,11969,15929,113,3410,4836,6379,901,25263,37871,51106,735,21280,32084,43495,11,95,138,182,74,967,1442,1890,0,2,3,3,154.67
9/28/2016,Wednesday,5,0,9,4,61,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,480,760,1016,981,14279,22482,30837,0,7,10,13,154.71
1/30/2017,Monday,3,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,149,234,50,858,1209,1752,0,3,4,4,154.71
1/24/2017,Tuesday,4,0,1,1,33,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,98,182,268,61,792,1306,1850,0,4,4,5,154.75
7/27/2015,Monday,2,0,7,3,77,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,613,875,1081,352,9660,15035,20927,0,6,10,12,154.84
2/21/2018,Wednesday,6,1,2,1,50,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,458,16476,27415,40112,118,4022,6720,10080,2072,85155,142643,209192,1971,80162,134279,196981,5,66,83,126,29,601,842,1223,0,7,7,13,154.85
7/2/2015,Thursday,5,0,7,3,73,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,509,746,939,429,11084,16155,21444,0,5,7,10,154.87
4/23/2017,Sunday,2,0,4,2,35,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258,8439,12538,17145,100,3318,4823,6482,788,27784,41555,57197,683,24303,36474,50275,1,55,83,110,5,522,830,1102,0,0,1,1,154.93
4/9/2017,Sunday,2,0,4,2,33,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,308,8478,13033,18472,100,3269,4903,6910,1069,27964,43344,60397,921,24725,38294,53304,13,65,103,130,39,601,889,1136,0,1,1,1,154.96
5/22/2018,Tuesday,5,0,5,2,51,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,474,13870,19738,25738,125,3393,4782,6285,2691,76432,109068,141634,2511,72146,103156,134147,9,350,459,520,307,7131,8869,10367,1,16,26,26,154.96
11/13/2018,Tuesday,5,0,11,4,35,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,942,26105,39431,51386,268,6619,10089,12991,4795,136773,206650,268243,4601,129877,196233,254656,42,734,1045,1479,1715,24424,31951,39472,1,5,8,12,155
6/21/2016,Tuesday,4,0,6,3,75,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,397,602,791,91,13760,21845,27285,0,15,25,32,155.06
1/3/2017,Tuesday,4,0,1,1,43,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,154,229,316,45,1006,1646,8640,0,1,3,3,155.06
2/4/2018,Sunday,2,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,441,20124,33468,49884,102,4872,8605,13315,2542,105475,173736,251625,2402,99173,163495,237180,0,66,92,137,3,676,995,1451,0,6,6,6,155.1
6/6/2017,Tuesday,4,0,6,3,53,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340,8027,11822,15863,139,3330,4780,6332,1073,25269,37840,51405,924,21325,32178,43894,7,86,127,167,53,948,1380,1771,0,1,1,1,155.11
3/23/2017,Thursday,6,1,3,2,30,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304,8817,14332,20138,101,3194,5206,7385,1091,29588,46379,64157,965,26152,40908,56401,8,60,92,119,33,549,847,1142,0,0,1,1,155.12
4/3/2015,Friday,6,1,4,2,63,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,348,446,594,378,5951,9484,13933,0,0,0,0,155.2
8/22/2016,Monday,3,0,8,3,77,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,588,908,1182,1262,20436,29067,36737,0,9,12,18,155.21
1/8/2015,Thursday,5,0,1,1,9,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,342,487,686,330,7238,10600,14905,0,5,6,8,155.22
7/8/2015,Wednesday,4,0,7,3,43,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,533,754,965,290,10265,15989,20904,0,4,7,9,155.27
8/12/2015,Wednesday,4,0,8,3,71,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,735,1009,1279,232,8464,13678,18930,0,6,7,11,155.28
6/27/2017,Tuesday,4,0,6,3,59,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,364,9266,13228,16965,156,3792,5500,6913,972,28505,40405,53026,824,23804,33817,44629,3,168,215,254,75,1617,2115,2530,0,3,3,4,155.29
7/12/2016,Tuesday,4,0,7,3,79,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,446,657,868,402,13777,20403,27149,0,9,13,22,155.32
10/23/2018,Tuesday,5,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,905,25838,37433,48245,241,6621,9347,11844,4559,135335,194698,252401,4324,128537,184776,239482,0,1067,1232,1493,2,25041,33155,72054,0,8,8,17,155.33
1/17/2019,Thursday,7,1,1,1,38,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,886,28205,44479,58455,204,6978,11156,14850,4135,144141,220739,288446,3927,135820,207978,272045,35,812,1093,1499,782,18868,25910,38536,0,15,17,18,155.37
10/6/2015,Tuesday,3,0,10,4,42,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Oktoberfest,wsu,Leavenworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,691,978,1357,433,8773,11861,16219,2,20,26,31,155.42
8/14/2016,Sunday,2,0,8,3,77,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,626,904,1189,154,17508,25550,33426,0,10,15,23,155.45
5/9/2018,Wednesday,6,1,5,2,51,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,529,12971,19021,25300,119,3111,4604,6166,2774,71869,105144,139149,2583,68057,99726,131875,13,322,388,420,210,5255,6772,7196,0,22,23,24,155.46
1/8/2019,Tuesday,5,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1003,30152,45802,58518,221,7607,11756,15033,5126,148275,224070,285883,4845,139443,211080,269726,54,751,1141,1621,1573,18611,30626,45001,1,12,13,14,155.58
6/20/2018,Wednesday,6,1,6,3,58,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,574,15019,22158,28832,153,3563,5314,6928,3146,80095,118769,156088,3009,76178,112529,147964,16,237,394,557,287,3514,7157,10897,0,17,24,30,155.62
10/6/2016,Thursday,6,1,10,4,76,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,571,836,1119,899,11770,19925,28163,0,8,12,15,155.64
4/6/2017,Thursday,6,1,4,2,61,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Spring Break,spr,School,306,8619,13394,18911,122,3293,5010,7041,939,28458,44785,61240,838,25155,39592,54078,0,69,98,118,11,625,878,1133,0,1,1,1,155.64
12/6/2016,Tuesday,4,0,12,1,81,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,189,274,342,59,9350,13360,17447,0,0,1,2,155.73
9/24/2015,Thursday,5,0,9,4,53,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,642,990,1377,254,7399,11594,15680,1,19,23,24,155.74
2/5/2018,Monday,3,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,511,19845,32759,49210,129,4818,8349,13083,2965,104345,171015,248936,2780,98055,160883,234626,0,63,93,133,8,637,969,1405,0,6,6,6,155.8
10/23/2016,Sunday,2,0,10,4,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,414,724,973,426,8873,14710,20997,0,5,6,12,155.87
11/3/2016,Thursday,6,1,11,4,34,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,297,521,757,56,5904,10761,15678,0,6,6,10,155.9
