holiday_friendly,holiday_code,holiday_type,date,day_of_week,day_of_week_code,is_weekend,month,season_code,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,is_holiday,holiday_5,holiday_weekend
NULL,NULL,NULL,00:00.0,Thursday,5,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,9,4,72,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,9,4,84,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,9,4,57,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,9,4,66,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,9,4,64,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,9,4,53,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,9,4,88,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,9,4,39,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,10,4,48,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Oktoberfest,wsu,Leavenworth,00:00.0,Monday,2,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Oktoberfest,wsu,Leavenworth,00:00.0,Tuesday,3,0,10,4,42,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,10,4,59,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,10,4,61,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,10,4,91,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,10,4,63,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Oktoberfest,wsu,Leavenworth,00:00.0,Monday,2,0,10,4,44,46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Oktoberfest,wsu,Leavenworth,00:00.0,Tuesday,3,0,10,4,54,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,10,4,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,10,4,41,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Oktoberfest,wsu,Leavenworth,00:00.0,Monday,2,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Oktoberfest,wsu,Leavenworth,00:00.0,Tuesday,3,0,10,4,43,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,10,4,53,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,10,4,39,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,10,4,49,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,10,4,76,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,10,4,88,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,11,4,21,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,11,4,22,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,11,4,18,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,11,4,34,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,11,4,28,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,11,4,82,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,11,4,31,59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,11,4,35,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Verterans Day,vet,Federal,00:00.0,Wednesday,4,0,11,4,32,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,11,4,46,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,11,4,82,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,11,4,26,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,11,4,15,75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,11,4,19,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,11,4,21,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,11,4,77,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,11,4,27,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,11,4,37,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,11,4,38,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,11,4,39,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Thanksgiving,thx,Federal,00:00.0,Thursday,5,0,11,4,53,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
Black Friday,bfr,Federal,00:00.0,Friday,6,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,11,4,30,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,11,4,22,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,12,1,57,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,12,1,59,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,12,1,45,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,12,1,78,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,12,1,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,12,1,60,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,12,1,41,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,12,1,69,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,12,1,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,12,1,60,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,12,1,86,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,12,1,67,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,12,1,85,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Christmas,chr,Federal,00:00.0,Friday,6,1,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,12,1,87,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,12,1,86,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
New Year's Day,nyd,Federal,00:00.0,Friday,6,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,1,1,66,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,1,1,37,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,1,1,29,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,1,1,36,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,1,1,61,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,1,1,34,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,1,1,27,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,1,1,69,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,1,1,82,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Martin Luther King Jr. Day,mlk,Federal,00:00.0,Monday,2,0,1,1,16,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,1,1,25,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,1,1,19,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,1,1,33,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,1,1,45,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,1,1,18,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,1,1,22,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,1,1,26,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,1,1,36,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,2,1,21,69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,2,1,21,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,2,1,74,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,2,1,88,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,2,1,34,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,2,1,69,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,2,1,88,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Washington Midwinter Break,mwb,School,00:00.0,Sunday,1,0,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
President's Day,pres,Federal,00:00.0,Monday,2,0,2,1,64,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
President's Day,pres,Federal,00:00.0,Monday,2,0,2,1,64,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Washington Midwinter Break,mwb,School,00:00.0,Monday,2,0,2,1,64,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Washington Midwinter Break,mwb,School,00:00.0,Monday,2,0,2,1,64,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,2,1,54,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,2,1,41,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,2,1,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,2,1,61,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,2,1,28,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,2,1,10,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,2,1,12,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,2,1,14,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,2,1,17,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,2,1,58,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,2,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
